171:HK2	chr2	.	75059782
172:HMBS	chr11	.	118955587
173:HMGCL	chr1	.	24151949
174:TBX5	chr12	.	114846247
175:SHH	chr7	.	155604967
176:HPRT1	chrX	.	133594175
177:HPS1	chr10	.	100206720
178:HSD11B2	chr16	.	67465036
179:HSD17B3	chr9	.	99064434
180:HSD3B2	chr1	.	119957743
181:SGSH	chr17	.	78194199
182:HTN3	chr4	.	70894130
183:ICAM1	chr19	.	10381517
184:IDS	chrX	.	148586884
185:IDUA	chr4	.	980785
186:CFI	chr4	.	110723335
187:IL2RG	chrX	.	70331481
188:INS	chr11	.	2182439
189:INSR	chr19	.	7294011
190:PDX1	chr13	.	28494168
191:ITGA6	chr2	.	173292314
192:ITGB2	chr21	.	46340965
193:ITGB3	chr17	.	45331208
194:ITGB4	chr17	.	73717516
195:JAG1	chr20	.	10654694
196:JAK3	chr19	.	17958841
197:ANOS1	chrX	.	8700227
198:KCNA1	chr12	.	5019073
199:KCNQ1	chr11	.	2466221
200:KCNE1	chr21	.	35884573
201:KCNJ1	chr11	.	128712429
202:KHK	chr2	.	27309611
203:KIT	chr4	.	55524095
204:KRT12	chr17	.	39023462
205:KRT18	chr12	.	53342843
206:KRT9	chr17	.	39728310
207:LAMA3	chr18	.	21452984
208:LAMB3	chr1	.	209825820
209:LCAT	chr16	.	67978015
210:LEP	chr7	.	127881331
211:SGCG	chr13	.	23755060
212:SGCB	chr4	.	52904485
213:LHCGR	chr2	.	48982880
214:LIG1	chr19	.	48673860
215:LIPA	chr10	.	91011796
216:LIPC	chr15	.	58724175
217:LPL	chr8	.	19796582
218:KCNH2	chr7	.	150675402
219:LYZ	chr12	.	69742134
220:MAOA	chrX	.	43514155
221:MBL2	chr10	.	54531460
222:MEFV	chr16	.	3306627
223:MEN1	chr11	.	64578188
224:MET	chr7	.	116312459
225:CIITA	chr16	.	10971055
226:MICA	chr6	.	31371344
227:MITF	chr3	.	69985751
228:MLH1	chr3	.	37034841
229:MPO	chr17	.	56358296
230:MSH2	chr2	.	47630206
231:MTM1	chrX	.	149737047
232:MTTP	chr4	.	100485235
233:MTR	chr1	.	236958581
234:MMUT	chr6	.	49431041
235:MYBPC3	chr11	.	47374253
236:MYH7	chr14	.	23904895
237:MYL3	chr3	.	46904973
238:MYO5A	chr15	.	52821247
239:MYO7A	chr11	.	76839310
240:MYOC	chr1	.	171621773
241:NAGA	chr22	.	42466846
242:NAGLU	chr17	.	40687951
243:PTCH1	chr9	.	98270831
244:NCF1	chr7	.	74188309
245:NDP	chrX	.	43832921
246:NF1	chr17	.	29421945
247:NF2	chr22	.	29999545
248:NME1	chr17	.	49230920
249:PNP	chr14	.	20937538
250:NPC1	chr18	.	21166581
251:NPHP1	chr2	.	110962639
252:GPR143	chrX	.	9734005
253:OAT	chr10	.	126107545
254:OCA2	chr15	.	28344458
255:OCRL	chrX	.	128674252
256:PAH	chr12	.	103311381
257:PAX2	chr10	.	102505468
258:PAX6	chr11	.	31832901
259:PCBD1	chr10	.	72648543
260:PCCA	chr13	.	100741269
261:PDE6B	chr4	.	619363
262:PDHA1	chrX	.	19362011
263:PEPD	chr19	.	34012799
264:PEX12	chr17	.	33905656
265:PEX6	chr6	.	42946981
266:PEX7	chr6	.	137143702
267:PFKM	chr12	.	48513013
268:PGAM2	chr7	.	44105186
269:PGK1	chrX	.	77359666
270:PHKA2	chrX	.	19002480
271:PHKB	chr16	.	47495210
272:PHKG2	chr16	.	30759620
273:SERPINA1	chr14	.	94855153
274:PKD1	chr16	.	2185899
275:PKD2	chr4	.	88928799
276:PKLR	chr1	.	155271225
277:PKP1	chr1	.	201252580
278:PLA2G2A	chr1	.	20306932
279:PLG	chr6	.	161123225
280:PLOD1	chr1	.	11994724
281:PMM2	chr16	.	8891670
282:PMP22	chr17	.	15168674
283:PON2	chr7	.	95064384
284:POU1F1	chr3	.	87325737
285:POU3F4	chrX	.	82763269
286:CTSA	chr20	.	44519591
287:PPOX	chr1	.	161136181
288:PPT1	chr1	.	40563142
289:PRNP	chr20	.	4666797
290:PROC	chr2	.	128175996
291:PROS1	chr3	.	93692934
292:PTEN	chr10	.	89623195
293:PTH	chr11	.	13517567
294:PTH1R	chr3	.	46919236
295:PTS	chr11	.	112097088
296:PEX2	chr8	.	77912524
297:PEX5	chr12	.	7342958
298:QDPR	chr4	.	17513857
299:RB1	chr13	.	48877883
300:PRPH2	chr6	.	42690358
301:RHAG	chr6	.	49604587
302:PITX2	chr4	.	111544254
303:RLBP1	chr15	.	89764922
304:ROM1	chr11	.	62380213
305:RPGR	chrX	.	38186788
306:RPE65	chr1	.	68915642
307:RS1	chrX	.	18690223
308:SAA1	chr11	.	18287808
309:ATXN1	chr6	.	16761721
310:ATXN7	chr3	.	63850233
311:SCN4A	chr17	.	62050278
312:SCN5A	chr3	.	38691163
313:SCNN1B	chr16	.	23313591
314:SGCD	chr5	.	155753767
315:SLC12A1	chr15	.	48498498
316:SLC12A3	chr16	.	56899119
317:SLC2A2	chr3	.	170744768
318:SLC3A1	chr2	.	44502597
319:SLC4A1	chr17	.	42345502
320:SLC5A1	chr22	.	32439019
321:SMN1	chr5	.	70220768
322:SMN1	chr5	.	69345350
323:SNCA	chr4	.	90758350
324:SOX9	chr17	.	70117161
325:SPTB	chr14	.	65289866
326:SRD5A2	chr2	.	31806040
327:STAR	chr8	.	38008600
328:ABCA4	chr1	.	94586705
329:STS	chrX	.	7137472
330:ABCC8	chr11	.	17498392
331:TAT	chr16	.	71610998
332:SERPINA7	chrX	.	105282718
333:TCN2	chr22	.	31003070
334:TCOF1	chr5	.	149737202
335:TGFBI	chr5	.	135364584
336:TGM1	chr14	.	24732416
337:TH	chr11	.	2193035
338:THBD	chr20	.	23030301
339:TIMP3	chr22	.	33196802
340:TNNI3	chr19	.	55669100
341:TNNT2	chr1	.	201346828
342:TPI1	chr12	.	6976693
343:TPM1	chr15	.	63334838
344:TPMT	chr6	.	18155396
345:TSC1	chr9	.	135820020
346:TSHR	chr14	.	81421869
347:TTPA	chr8	.	63998612
348:TTR	chr18	.	29171730
349:TYR	chr11	.	88911040
350:UMPS	chr3	.	124449213
351:UROD	chr1	.	45477805
352:UROS	chr10	.	127511837
353:VDR	chr12	.	48298814
354:WAS	chrX	.	48542186
355:WT1	chr11	.	32457081
356:XDH	chr2	.	31637611
357:XPA	chr9	.	100459691
358:MID1	chrX	.	10588674
359:ALDH3A2	chr17	.	19552064
360:AIRE	chr21	.	45705721
361:APOB	chr2	.	21266945
362:BLMH	chr17	.	28619184
363:SLC25A20	chr3	.	48936426
364:CASR	chr3	.	121902530
365:CDKN1A	chr6	.	36646456
366:CHM	chrX	.	85302566
367:TPP1	chr11	.	6640692
368:ABCC2	chr10	.	101542355
369:COL5A2	chr2	.	190044605
370:CRYAA	chr21	.	44589118
371:CSF2RB	chr22	.	37309675
372:CTSK	chr1	.	150780917
373:CYBB	chrX	.	37639270
374:CYB5R3	chr22	.	43045405
375:EGR2	chr10	.	64576126
376:ERCC2	chr19	.	45873845
377:EXT2	chr11	.	44117747
378:G6PD	chrX	.	153775233
379:GALE	chr1	.	24127034
380:GLB1	chr3	.	33138694
381:GM2A	chr5	.	150632613
382:GNRHR	chr4	.	68621804
383:GP1BB	chr22	.	19711066
384:GPD2	chr2	.	157292900
385:HFE	chr6	.	26087509
386:HLCS	chr21	.	38362545
387:HRG	chr3	.	186383741
388:HSD17B1	chr17	.	40703984
389:HSD17B4	chr5	.	118788138
390:IAPP	chr12	.	21525802
391:IFNGR1	chr6	.	137540567
392:IL2RA	chr10	.	6104333
393:IL4R	chr16	.	27325230
394:ITGA2B	chr17	.	42466873
395:KEL	chr7	.	142659503
396:KRT10	chr17	.	38978863
397:KRT17	chr17	.	39780882
398:KRT2	chr12	.	53045959
399:KRT5	chr12	.	52914243
400:L1CAM	chrX	.	153141500
401:LAMA2	chr6	.	129204286
402:LORICRIN	chr1	.	153232179
403:LTBP2	chr14	.	75079034
404:MAT1A	chr10	.	82049434
405:PAFAH1B1	chr17	.	2496923
406:MVK	chr12	.	110011500
407:MYL2	chr12	.	111358404
408:NCF2	chr1	.	183559739
409:NEU1	chr6	.	31830709
410:NOTCH3	chr19	.	15311792
411:OXCT1	chr5	.	41870791
412:PAFAH2	chr1	.	26324648
413:PAX3	chr2	.	223163715
414:PCSK1	chr5	.	95768985
415:PDE6A	chr5	.	149324356
416:SLC26A4	chr7	.	107301080
417:PECAM1	chr17	.	62407083
418:ABCB4	chr7	.	87105019
419:PHEX	chrX	.	22050562
420:PLEC	chr8	.	145050913
421:PON1	chr7	.	94953884
422:PSEN2	chr1	.	227058273
423:RAG1	chr11	.	36589563
424:RFX5	chr1	.	151319769
425:SELE	chr1	.	169703220
426:SHOX	chrX	.	585079
427:SHOX	chrY	.	535079
428:SLC10A2	chr13	.	103719196
429:SLC5A5	chr19	.	17982782
430:SOD1	chr21	.	33031935
431:STK11	chr19	.	1205798
432:SUOX	chr12	.	56391043
433:HNF4A	chr20	.	43029896
434:HNF1B	chr17	.	36105069
435:TEK	chr9	.	27109139
436:THPO	chr3	.	184095996
437:THRB	chr3	.	24536313
438:UBE3A	chr15	.	25684175
439:UGT1A1	chr2	.	234668919
440:BARD1	chr2	.	215674435
441:PEX1	chr7	.	92157845
442:TWIST1	chr7	.	19157295
443:NR0B1	chrX	.	30327495
444:AK1	chr9	.	130640022
445:ALB	chr4	.	74269972
446:ALPL	chr1	.	21835858
447:AMH	chr19	.	2249113
448:AMPD3	chr11	.	10472224
449:AMT	chr3	.	49460111
450:APOA4	chr11	.	116694011
451:APOC2	chr19	.	45449239
452:APP	chr21	.	27543138
453:APRT	chr16	.	88878342
454:AQP2	chr12	.	50344524
455:ARSA	chr22	.	51066601
456:SERPINC1	chr1	.	173886516
457:ATRX	chrX	.	77041755
458:AVP	chr20	.	3065370
459:C1QB	chr1	.	22979682
460:CFTR	chr7	.	117120017
461:COL10A1	chr6	.	116447296
462:COL17A1	chr10	.	105845638
463:COL4A5	chrX	.	107683074
464:CRYBB2	chr22	.	25615612
465:CYP11B1	chr8	.	143961236
466:CYP11B2	chr8	.	143999259
467:CYP1A1	chr15	.	75017877
468:CYP21A2	chr6	.	31973359
469:CYP21A2	chr6	.	32006093
470:ELN	chr7	.	73442119
471:EPX	chr17	.	56270089
472:EYA1	chr8	.	72274467
473:F10	chr13	.	113777113
474:F12	chr5	.	176836577
475:F2	chr11	.	46740716
476:FBP1	chr9	.	97401923
477:FGA	chr4	.	155511897
478:FGG	chr4	.	155533960
479:FSHB	chr11	.	30252563
480:FUT2	chr19	.	49199228
481:GALNS	chr16	.	88923374
482:OPN1MW	chrX	.	153448085
483:OPN1MW	chrX	.	153485203
484:GDNF	chr5	.	37839782
485:GH1	chr17	.	61996212
486:GNAS	chr20	.	57466358
487:HBA2	chr16	.	222846
488:HBB	chr11	.	5248301
489:HBD	chr11	.	5255858
490:HEXA	chr15	.	72668520
491:HEXB	chr5	.	73980969
492:HOXA13	chr7	.	27239725
493:HOXD13	chr2	.	176957532
494:HTR1A	chr5	.	63258119
495:KCNJ11	chr11	.	17410206
496:KRT14	chr17	.	39743147
497:LDLR	chr19	.	11200038
498:MAN2B1	chr19	.	12777591
499:MC2R	chr18	.	13915535
500:MPZ	chr1	.	161279762
501:OTC	chrX	.	38211736
502:PCCB	chr3	.	135969167
503:PLP1	chrX	.	103031721
504:PMS1	chr2	.	190648811
505:PMS2	chr7	.	6048737
506:RAG2	chr11	.	36619829
507:REN	chr1	.	204135465
508:RFXAP	chr13	.	37393339
509:RHO	chr3	.	129247482
510:RYR1	chr19	.	38924340
511:SAG	chr2	.	234216309
512:SFTPB	chr2	.	85895864
513:SMPD1	chr11	.	6411644
514:TAP2	chr6	.	32806547
515:HNF1A	chr12	.	121416371
516:TP53	chr17	.	7590868
517:TPO	chr2	.	1417233
518:TSC2	chr16	.	2097990
519:TSHB	chr1	.	115572445
520:TYRP1	chr9	.	12693386
521:VHL	chr3	.	10183319
522:VWF	chr12	.	6233836
523:WRN	chr8	.	30890778
524:CRX	chr19	.	48325099
525:DCX	chrX	.	110654374
526:GDF5	chr20	.	34025970
527:HBA1	chr16	.	226650
528:HBG1	chr11	.	5271087
529:CD53	chr1	.	111415722
530:GSTM1	chr1	.	110230418
531:C8A	chr1	.	57320443
532:IL5RA	chr3	.	3152058
533:IL6R	chr1	.	154377669
534:FCGR1A	chr1	.	149754250
535:CRP	chr1	.	159684379
536:FCGR3A	chr1	.	161519818
537:FCGR3B	chr1	.	161601753
538:IL10	chr1	.	206945839
539:CR1	chr1	.	207669473
540:CD55	chr1	.	207494817
541:IL1A	chr2	.	113542971
542:IL1B	chr2	.	113594356
543:IL1RN	chr2	.	113875470
544:SLC11A1	chr2	.	219246752
545:CCR5	chr3	.	46411633
546:GPX1	chr3	.	49395791
547:SPP1	chr4	.	88896802
548:GC	chr4	.	72650079
549:CXCL8	chr4	.	74606223
550:IL15	chr4	.	142557749
551:IL2	chr4	.	123377650
552:C7	chr5	.	40909599
553:IL3	chr5	.	131396347
554:IL4	chr5	.	132009678
555:IL9	chr5	.	135231516
556:CD14	chr5	.	140013035
557:TAP1	chr6	.	32821748
558:TNF	chr6	.	31543344
559:LTA	chr6	.	31540071
560:IGFBP1	chr7	.	45927959
561:IGFBP2	chr2	.	217498127
562:IGFBP3	chr7	.	45960871
563:IGFBP5	chr2	.	217560272
564:IL6	chr7	.	22766766
565:HGF	chr7	.	81399452
566:SERPINE1	chr7	.	100770370
567:NOS3	chr7	.	150688144
568:IFNA2	chr9	.	21385396
569:C8G	chr9	.	139839698
570:ORM1	chr9	.	117085303
571:ORM2	chr9	.	117092069
572:CXCL12	chr10	.	44880545
573:CD44	chr11	.	35160417
574:CD59	chr11	.	33758025
575:IGF2	chr11	.	2160204
576:HPX	chr11	.	6462254
577:CNTF	chr11	.	58390146
578:NCAM1	chr11	.	112831969
579:CD4	chr12	.	6898638
580:SLC11A2	chr12	.	51420199
581:IGF1	chr12	.	102874378
582:IFNG	chr12	.	68553521
583:NOS1	chr12	.	117799607
584:HTR2A	chr13	.	47471211
585:BDKRB2	chr14	.	96671135
586:SERPINA5	chr14	.	95047706
587:NOS2	chr17	.	26127555
588:CD79B	chr17	.	62009704
589:LTBP1	chr2	.	33359664
590:IL10RB	chr21	.	34638665
591:IFNAR1	chr21	.	34697214
592:NCF4	chr22	.	37257030
593:ITGAM	chr16	.	31271288
594:BCL2	chr18	.	60986613
595:CXCR1	chr2	.	219031716
596:RFX2	chr19	.	6110664
597:SOD2	chr6	.	160114353
598:GSR	chr8	.	30585486
599:VTN	chr17	.	26697373
600:FASLG	chr1	.	172628148
601:IL13RA2	chrX	.	114252207
602:IL11	chr19	.	55881831
603:SELL	chr1	.	169680843
604:TGFB1	chr19	.	41859838
605:RPL9	chr4	.	39460568
606:NAT1	chr8	.	18067612
607:ABAT	chr16	.	8806826
608:ACHE	chr7	.	100493592
609:ACY1	chr3	.	52017300
610:ADH1A	chr4	.	100212185
611:ADH1B	chr4	.	100242599
612:ADH1C	chr4	.	100274202
613:ADH4	chr4	.	100065449
614:ADH5	chr4	.	100009939
615:ADH6	chr4	.	100140403
616:ADH7	chr4	.	100356667
617:ADORA1	chr1	.	203096836
618:ADORA2A	chr22	.	24823530
619:ADORA2B	chr17	.	15848231
620:ADORA3	chr1	.	112046743
621:ADRA1D	chr20	.	4229659
622:ADRA1B	chr5	.	159343740
623:ADRA1A	chr8	.	26722922
624:ADRA2A	chr10	.	112836790
625:ADRA2B	chr2	.	96781984
626:ADRA2C	chr4	.	3768296
627:ADRB1	chr10	.	115803806
628:AGTR1	chr3	.	148415658
629:AGTR2	chrX	.	115301958
630:AHCY	chr20	.	32891215
631:ALAS1	chr3	.	52232099
632:ALDH1A1	chr9	.	75568233
633:ALDH2	chr12	.	112204691
634:ALDH3A1	chr17	.	19651746
635:ALDH1B1	chr9	.	38392661
636:ALDH1A3	chr15	.	101419897
637:ALDH3B1	chr11	.	67777775
638:ALDH3B2	chr11	.	67442102
639:ALDH9A1	chr1	.	165667900
640:ALOX12	chr17	.	6899384
641:ALOX5	chr10	.	45869624
642:AMY2A	chr1	.	104159954
643:ANXA1	chr9	.	75766647
644:ATP1A1	chr1	.	116915795
645:ATP1A2	chr1	.	160085520
646:ATP4A	chr19	.	36054560
647:ATP4B	chr13	.	114312513
648:AVPR1A	chr12	.	63546590
649:AVPR1B	chr1	.	206224283
650:BCKDHA	chr19	.	41903694
651:BDKRB1	chr14	.	96722547
652:BLVRA	chr7	.	43798272
653:BLVRB	chr19	.	40971725
654:TSPO	chr22	.	43547520
655:C4BPA	chr1	.	207277607
656:C4BPB	chr1	.	207262584
657:CA4	chr17	.	58227302
658:CACNA1B	chr9	.	140772241
659:CACNA1C	chr12	.	2162416
660:CACNA1D	chr3	.	53529076
661:CACNA1E	chr1	.	181452686
662:CACNA2D1	chr7	.	82073122
663:CACNB1	chr17	.	37353956
664:CACNB2	chr10	.	18549584
665:CACNB3	chr12	.	49212254
666:CACNB4	chr2	.	152955593
667:CACNG1	chr17	.	65040652
668:CALCB	chr11	.	15095146
669:CCK	chr3	.	42307662
670:CCKAR	chr4	.	26492042
671:CD3D	chr11	.	118213459
672:CD3E	chr11	.	118175295
673:CD247	chr1	.	167487847
674:CGA	chr6	.	87804865
675:CGB3	chr19	.	49527632
676:CHRM1	chr11	.	62689012
677:CHRM2	chr7	.	136553832
678:CHRM3	chr1	.	239792373
679:CHRM4	chr11	.	46408158
680:CHRNA2	chr8	.	27336813
681:CHRNA3	chr15	.	78913637
682:CHRNA4	chr20	.	61992748
683:CHRNA5	chr15	.	78857862
684:CHRNA7	chr15	.	32322686
685:CHRNB1	chr17	.	7348406
686:CHRNB2	chr1	.	154540257
687:CHRNB3	chr8	.	42552562
688:CHRNB4	chr15	.	78933587
689:CHRND	chr2	.	233390870
690:COMT	chr22	.	19929263
691:CRAT	chr9	.	131873070
692:CRH	chr8	.	67090846
693:CSF1	chr1	.	110453233
694:CSF2	chr5	.	131409485
695:CSF3	chr17	.	38171614
696:CSF3R	chr1	.	36948915
697:CYP1A2	chr15	.	75041184
698:CYP2A6	chr19	.	41356352
699:CYP2A7	chr19	.	41388657
700:CYP3A7	chr7	.	99332823
701:CYP2A13	chr19	.	41594356
702:CYP2B6	chr19	.	41497204
703:CYP2C19	chr10	.	96522438
704:CYP2C8	chr10	.	96829254
705:CYP2C9	chr10	.	96698415
706:CYP2C18	chr10	.	96443251
707:CYP2E1	chr10	.	135340867
708:CYP2F1	chr19	.	41620353
709:CYP2J2	chr1	.	60392423
710:CYP3A5	chr7	.	99277649
711:CYP4A11	chr1	.	47407156
712:CYP4B1	chr1	.	47264670
713:CYP7A1	chr8	.	59412720
714:CYP11A1	chr15	.	74660081
715:CYP24A1	chr20	.	52790516
716:CYP26A1	chr10	.	94833647
717:CYP27A1	chr2	.	219646472
718:CYP27B1	chr12	.	58160976
719:CYP51A1	chr7	.	91763840
720:DBH	chr9	.	136501485
721:DCK	chr4	.	71859265
722:ACE	chr17	.	61554422
723:DDC	chr7	.	50628768
724:DHFR	chr5	.	79950800
725:DIO1	chr1	.	54359861
726:DIO2	chr14	.	80697397
727:DRD1	chr5	.	174871163
728:DRD2	chr11	.	113346001
729:DRD3	chr3	.	113897899
730:DRD4	chr11	.	637305
731:DRD5	chr4	.	9783258
732:EPO	chr7	.	100318423
733:FGF1	chr5	.	142066060
734:FKBP1A	chr20	.	1373816
735:FOLR1	chr11	.	71900959
736:FOLR2	chr11	.	71927819
737:FOLR3	chr11	.	71846771
738:GAST	chr17	.	39868578
739:GABRA1	chr5	.	161274197
740:GABRA2	chr4	.	46392056
741:GABRA3	chrX	.	151619831
742:GABRA4	chr4	.	46996424
743:GABRA5	chr15	.	27111866
744:GABRA6	chr5	.	161112658
745:GABRB1	chr4	.	47033295
746:GABRB2	chr5	.	160975130
747:GABRB3	chr15	.	27018223
748:GABRD	chr1	.	1950768
749:GABRG2	chr5	.	161494648
750:GAD1	chr2	.	171673200
751:GAD2	chr10	.	26505236
752:GART	chr21	.	34914464
753:GAS6	chr13	.	114567076
754:GGCX	chr2	.	85788657
755:GHRHR	chr7	.	31003636
756:GLRB	chr4	.	157997277
757:GNRH1	chr8	.	25282556
758:GRIA2	chr4	.	158141736
759:GRIA1	chr5	.	152870084
760:GRIA3	chrX	.	122318096
761:GRIA4	chr11	.	105480800
762:GRIK1	chr21	.	31312282
763:GRIK3	chr1	.	37499844
764:GRIN1	chr9	.	140033609
765:GRIN2A	chr16	.	10276611
766:GRIN2B	chr12	.	14133022
767:GRIN2C	chr17	.	72856007
768:GRIN2D	chr19	.	48898132
769:GRINA	chr8	.	145064226
770:GRM2	chr3	.	51741081
771:GRM3	chr7	.	86273230
772:GRM4	chr6	.	34113914
773:GRM5	chr11	.	88796846
774:GRM6	chr5	.	178422124
775:GRM7	chr3	.	6902802
776:GRM8	chr7	.	126883569
777:GSTA2	chr6	.	52628361
778:GSTA3	chr6	.	52774496
779:GSTM2	chr1	.	110210644
780:GSTM3	chr1	.	110283660
781:GSTM4	chr1	.	110198698
782:GSTM5	chr1	.	110254864
783:GSTP1	chr11	.	67351066
784:GSTT1	chr22	.	24384311
785:GSTT2	chr22	.	24322219
786:GUCY1A2	chr11	.	106889171
787:GUCY1A1	chr4	.	156587862
788:GUCY1B1	chr4	.	156680125
789:GUK1	chr1	.	228327929
790:HMGCR	chr5	.	74632993
791:HPGD	chr4	.	175444049
792:HRH1	chr3	.	11294385
793:HSD3B1	chr1	.	120049826
794:HTR1B	chr6	.	78173120
795:HTR1D	chr1	.	23521222
796:HTR1E	chr6	.	87647024
797:HTR1F	chr3	.	88031726
798:HTR2B	chr2	.	231989824
799:HTR2C	chrX	.	113818551
800:HTR3A	chr11	.	113845797
801:HTR4	chr5	.	148034090
802:HTR6	chr1	.	19991780
803:HTR7	chr10	.	92617671
804:ICAM2	chr17	.	62084283
805:IFNAR2	chr21	.	34602200
